DateTime;SensorID;Active
2010-05-02 00:11:39.767780;M010;1
2010-05-02 00:11:43.338840;M010;0
2010-05-02 00:11:43.979650;M009;1
2010-05-02 00:11:45.821490;M009;0
2010-05-02 00:13:36.635530;M006;1
2010-05-02 00:13:38.949260;M006;0
2010-05-02 00:13:55.808660;M006;1
2010-05-02 00:13:58.588750;M006;0
2010-05-02 00:14:04.188020;M006;1
2010-05-02 00:14:13.649870;M006;0
2010-05-02 00:14:17.598930;M006;1
2010-05-02 00:14:19.921730;M010;1
2010-05-02 00:14:21.430330;M006;0
2010-05-02 00:14:22.485410;M010;0
2010-05-02 00:14:32.754910;M006;1
2010-05-02 00:14:33.795260;M006;0
2010-05-02 00:14:38.149350;M010;1
2010-05-02 00:14:38.789800;M006;1
2010-05-02 00:14:40.678510;M010;0
2010-05-02 00:14:50.507420;M006;0
2010-05-02 00:14:51.590030;M006;1
2010-05-02 00:14:55.974650;M006;0
2010-05-02 00:14:57.439950;M006;1
2010-05-02 00:14:58.041970;M010;1
2010-05-02 00:14:59.885950;M010;0
2010-05-02 00:15:06.783400;M006;0
2010-05-02 00:15:12.438370;M006;1
2010-05-02 00:15:16.018650;M010;1
2010-05-02 00:15:20.404470;M010;0
2010-05-02 00:15:21.895820;M006;0
2010-05-02 00:15:25.005660;M006;1
2010-05-02 00:15:33.578520;M006;0
2010-05-02 00:15:35.489310;M006;1
2010-05-02 00:15:40.340840;M006;0
2010-05-02 00:15:45.560250;M006;1
2010-05-02 00:15:52.868960;M006;0
2010-05-02 00:16:10.628750;M006;1
2010-05-02 00:16:19.980720;M006;0
2010-05-02 00:16:22.279250;M006;1
2010-05-02 00:16:47.059970;M006;0
2010-05-02 00:16:49.358590;M006;1
2010-05-02 00:16:52.100880;M006;0
2010-05-02 00:17:12.768160;M006;1
2010-05-02 00:17:15.099230;M006;0
2010-05-02 00:17:19.918860;M006;1
2010-05-02 00:17:24.311390;M006;0
2010-05-02 00:17:29.539380;M006;1
2010-05-02 00:17:31.430280;M006;0
2010-05-02 00:17:32.059290;M006;1
2010-05-02 00:17:49.334680;M006;0
2010-05-02 00:17:54.100160;M006;1
2010-05-02 00:17:57.245430;M006;0
2010-05-02 00:18:02.468640;M006;1
2010-05-02 00:18:05.608060;M006;0
2010-05-02 00:18:15.808340;M006;1
2010-05-02 00:18:20.707050;M006;0
2010-05-02 00:18:26.294460;M006;1
2010-05-02 00:18:28.953450;M006;0
2010-05-02 00:18:38.699600;M006;1
2010-05-02 00:18:45.599250;M006;0
2010-05-02 00:18:46.636200;M006;1
2010-05-02 00:18:50.289820;M006;0
2010-05-02 00:18:50.913110;M006;1
2010-05-02 00:18:55.688830;M006;0
2010-05-02 00:18:57.977740;M006;1
2010-05-02 00:19:02.846540;M006;0
2010-05-02 00:19:10.558610;M006;1
2010-05-02 00:19:17.478650;M006;0
2010-05-02 00:19:20.195290;M006;1
2010-05-02 00:19:32.657870;M006;0
2010-05-02 00:19:36.584700;M006;1
2010-05-02 00:19:40.549110;M006;0
2010-05-02 00:19:53.674910;M006;1
2010-05-02 00:19:59.335290;M005;1
2010-05-02 00:20:01.639740;M005;0
2010-05-02 00:20:08.549910;M006;0
2010-05-02 00:20:09.189580;M006;1
2010-05-02 00:20:09.829230;M010;1
2010-05-02 00:20:14.214430;M010;0
2010-05-02 00:20:19.478700;M006;0
2010-05-02 00:21:26.937060;M006;1
2010-05-02 00:21:30.911840;M006;0
2010-05-02 00:21:55.688590;M006;1
2010-05-02 00:22:09.309140;M006;0
2010-05-02 00:22:13.284660;M006;1
2010-05-02 00:22:16.390330;M007;1
2010-05-02 00:22:19.117470;M008;1
2010-05-02 00:22:20.189840;M006;0
2010-05-02 00:22:22.879410;M006;1
2010-05-02 00:22:24.739160;M007;0
2010-05-02 00:22:27.034920;M007;1
2010-05-02 00:22:29.348060;M009;1
2010-05-02 00:22:31.465570;M002;1
2010-05-02 00:22:31.491180;M015;1
2010-05-02 00:22:32.099440;M016;1
2010-05-02 00:22:32.738570;M007;0
2010-05-02 00:22:33.764400;M007;1
2010-05-02 00:22:33.790260;M006;0
2010-05-02 00:22:33.815990;M009;0
2010-05-02 00:22:35.014640;M009;1
2010-05-02 00:22:35.039940;M002;0
2010-05-02 00:22:36.466160;M015;0
2010-05-02 00:22:37.546590;M014;1
2010-05-02 00:22:38.660320;M008;0
2010-05-02 00:22:38.685800;M007;0
2010-05-02 00:22:38.711390;M015;1
2010-05-02 00:22:41.379640;M009;0
2010-05-02 00:22:42.018740;M014;0
2010-05-02 00:22:44.790510;M017;1
2010-05-02 00:22:45.396630;M008;1
2010-05-02 00:22:46.456230;M007;1
2010-05-02 00:22:47.091900;M016;0
2010-05-02 00:22:47.674510;M015;0
2010-05-02 00:22:48.699220;M016;1
2010-05-02 00:22:49.341630;M015;1
2010-05-02 00:22:51.181950;M009;1
2010-05-02 00:22:53.295270;M017;0
2010-05-02 00:22:53.321160;M016;0
2010-05-02 00:22:55.194550;M016;1
2010-05-02 00:22:55.809990;M002;1
2010-05-02 00:22:56.412020;M003;1
2010-05-02 00:22:57.024350;M017;1
2010-05-02 00:22:58.270720;M008;0
2010-05-02 00:22:58.297030;M007;0
2010-05-02 00:22:58.865090;M016;0
2010-05-02 00:22:59.687440;M009;0
2010-05-02 00:22:59.713380;M015;0
2010-05-02 00:23:01.132380;M007;1
2010-05-02 00:23:01.757640;M008;1
2010-05-02 00:23:02.808840;M003;0
2010-05-02 00:23:03.641060;M017;0
2010-05-02 00:23:03.667100;M015;1
2010-05-02 00:23:04.476760;M016;1
2010-05-02 00:23:04.502660;M002;0
2010-05-02 00:23:05.110180;M008;0
2010-05-02 00:23:05.976660;M017;1
2010-05-02 00:23:06.002350;M007;0
2010-05-02 00:23:07.422240;M015;0
2010-05-02 00:23:08.059460;M016;0
2010-05-02 00:23:09.539720;M017;0
2010-05-02 00:23:16.463990;M017;1
2010-05-02 00:23:18.369630;M018;1
2010-05-02 00:23:19.000640;M019;1
2010-05-02 00:23:22.934090;M019;0
2010-05-02 00:23:23.988600;M018;0
2010-05-02 00:23:28.767010;M018;1
2010-05-02 00:23:30.639760;M019;1
2010-05-02 00:23:31.279550;M016;1
2010-05-02 00:23:31.919120;M015;1
2010-05-02 00:23:33.196060;M008;1
2010-05-02 00:23:33.221570;M021;1
2010-05-02 00:23:34.172680;M016;0
2010-05-02 00:23:34.198060;M022;1
2010-05-02 00:23:34.223760;M018;0
2010-05-02 00:23:35.016700;M017;0
2010-05-02 00:23:35.042630;M007;1
2010-05-02 00:23:36.092830;M019;0
2010-05-02 00:23:36.118490;M023;1
2010-05-02 00:23:36.143880;M002;1
2010-05-02 00:23:37.162310;M001;1
2010-05-02 00:23:37.188110;M003;1
2010-05-02 00:23:37.213770;M015;0
2010-05-02 00:23:38.270480;M021;0
2010-05-02 00:23:38.296200;M022;0
2010-05-02 00:23:39.360320;M008;0
2010-05-02 00:23:39.386290;M023;0
2010-05-02 00:23:39.411410;M006;1
2010-05-02 00:23:39.988420;M002;0
2010-05-02 00:23:41.071970;M001;0
2010-05-02 00:23:41.097930;M006;0
2010-05-02 00:23:41.123030;M002;1
2010-05-02 00:23:42.948470;M006;1
2010-05-02 00:23:44.029930;M003;0
2010-05-02 00:23:45.062090;M006;0
2010-05-02 00:23:46.945780;M002;0
2010-05-02 00:23:47.580040;M002;1
2010-05-02 00:23:48.208240;M003;1
2010-05-02 00:23:51.754940;M006;1
2010-05-02 00:23:52.391650;M003;0
2010-05-02 00:23:55.681850;M008;1
2010-05-02 00:23:56.739590;M006;0
2010-05-02 00:23:57.570270;M001;1
2010-05-02 00:23:57.596640;M023;1
2010-05-02 00:23:58.609670;M022;1
2010-05-02 00:23:59.666110;M021;1
2010-05-02 00:24:00.292600;M002;0
2010-05-02 00:24:01.507190;M024;1
2010-05-02 00:24:02.021760;M007;0
2010-05-02 00:24:02.629570;M025;1
2010-05-02 00:24:03.696320;M008;0
2010-05-02 00:24:03.722210;M001;0
2010-05-02 00:24:03.747900;M023;0
2010-05-02 00:24:04.307080;M022;0
2010-05-02 00:24:04.937870;M026;1
2010-05-02 00:24:05.561450;M021;0
2010-05-02 00:24:08.066260;M024;0
2010-05-02 00:24:08.091860;M025;0
2010-05-02 00:24:09.969550;M027;1
2010-05-02 00:24:12.655330;M026;0
2010-05-02 00:24:13.291460;M028;1
2010-05-02 00:24:14.750310;M029;1
2010-05-02 00:24:15.378930;M043;1
2010-05-02 00:24:16.022280;M044;1
2010-05-02 00:24:16.661730;M050;1
2010-05-02 00:24:17.715590;M045;1
2010-05-02 00:24:19.406060;M029;0
2010-05-02 00:24:19.432000;M027;0
2010-05-02 00:24:21.298360;M028;0
2010-05-02 00:24:21.932290;M050;0
2010-05-02 00:24:23.429960;M044;0
2010-05-02 00:24:24.478140;M043;0
2010-05-02 00:24:25.091190;M049;1
2010-05-02 00:24:28.851030;M049;0
2010-05-02 00:24:30.309290;M049;1
2010-05-02 00:24:31.390400;M049;0
2010-05-02 00:24:34.081040;M050;1
2010-05-02 00:24:43.512070;M049;1
2010-05-02 00:24:44.552320;M046;1
2010-05-02 00:24:46.000950;M049;0
2010-05-02 00:24:47.867100;M046;0
2010-05-02 00:24:49.334860;M050;0
2010-05-02 00:24:50.809920;M045;0
2010-05-02 00:24:51.859520;M048;1
2010-05-02 00:24:52.715020;M047;1
2010-05-02 00:24:52.740720;M046;1
2010-05-02 00:24:53.746460;M048;0
2010-05-02 00:24:54.390940;M049;1
2010-05-02 00:24:54.995160;M048;1
2010-05-02 00:24:56.039980;M046;0
2010-05-02 00:24:56.660990;M046;1
2010-05-02 00:24:57.291530;M047;0
2010-05-02 00:24:58.750690;M050;1
2010-05-02 00:24:59.392200;M047;1
2010-05-02 00:24:59.967860;M048;0
2010-05-02 00:25:01.019070;M048;1
2010-05-02 00:25:02.465770;M047;0
2010-05-02 00:25:03.098310;M046;0
2010-05-02 00:25:08.760670;M048;0
2010-05-02 00:25:09.800780;M044;1
2010-05-02 00:25:10.429310;M043;1
2010-05-02 00:25:11.258030;M048;1
2010-05-02 00:25:11.283580;M042;1
2010-05-02 00:25:11.869770;M029;1
2010-05-02 00:25:12.509410;M037;1
2010-05-02 00:25:13.365470;M042;0
2010-05-02 00:25:13.392630;M044;0
2010-05-02 00:25:14.232000;M050;0
2010-05-02 00:25:14.287890;M038;1
2010-05-02 00:25:16.109570;M043;0
2010-05-02 00:25:16.138390;M047;1
2010-05-02 00:25:16.167060;M029;0
2010-05-02 00:25:16.432150;M046;1
2010-05-02 00:25:17.059510;M049;0
2010-05-02 00:25:17.914750;M037;0
2010-05-02 00:25:17.940650;M047;0
2010-05-02 00:25:18.560840;M038;0
2010-05-02 00:25:19.160160;M048;0
2010-05-02 00:25:19.762580;M046;0
2010-05-02 00:25:20.795790;M046;1
2010-05-02 00:25:21.442740;M047;1
2010-05-02 00:25:22.070670;M048;1
2010-05-02 00:25:24.178400;M048;0
2010-05-02 00:25:24.203740;M046;0
2010-05-02 00:25:30.209260;M047;0
2010-05-02 00:25:33.333560;M047;1
2010-05-02 00:25:34.360980;M047;0
2010-05-02 00:25:38.755340;M047;1
2010-05-02 00:25:39.388200;M046;1
2010-05-02 00:25:40.822070;M049;1
2010-05-02 00:25:42.279440;M047;0
2010-05-02 00:25:45.811160;M046;0
2010-05-02 00:25:52.896510;M048;1
2010-05-02 00:25:52.921750;M038;1
2010-05-02 00:25:53.956680;M037;1
2010-05-02 00:25:53.982570;M047;1
2010-05-02 00:25:54.008020;M046;1
2010-05-02 00:25:54.556480;M049;0
2010-05-02 00:25:55.835860;M029;1
2010-05-02 00:25:55.861890;M048;0
2010-05-02 00:25:57.500920;M028;1
2010-05-02 00:25:57.526650;M043;1
2010-05-02 00:25:58.091930;M042;1
2010-05-02 00:25:59.369660;M037;0
2010-05-02 00:25:59.395760;M050;1
2010-05-02 00:25:59.528870;M038;0
2010-05-02 00:25:59.554210;M044;1
2010-05-02 00:26:00.639130;M028;0
2010-05-02 00:26:00.665210;M029;0
2010-05-02 00:26:00.753480;M042;0
2010-05-02 00:26:02.714730;M043;0
2010-05-02 00:26:02.740620;M048;1
2010-05-02 00:26:02.765810;M046;0
2010-05-02 00:26:03.751170;M047;0
2010-05-02 00:26:03.777540;M045;1
2010-05-02 00:26:03.803000;M049;1
2010-05-02 00:26:04.368870;M044;0
2010-05-02 00:26:05.821560;M050;0
2010-05-02 00:26:07.662470;M047;1
2010-05-02 00:26:08.278890;M049;0
2010-05-02 00:26:08.919010;M046;1
2010-05-02 00:26:09.958030;M047;0
2010-05-02 00:26:10.817810;M048;0
2010-05-02 00:26:10.843220;M045;0
2010-05-02 00:26:11.438440;M047;1
2010-05-02 00:26:13.804860;M047;0
2010-05-02 00:26:13.830500;M045;1
2010-05-02 00:26:13.855880;M046;0
2010-05-02 00:26:14.404220;M047;1
2010-05-02 00:26:15.026000;M046;1
2010-05-02 00:26:16.055970;M048;1
2010-05-02 00:26:17.862580;M047;0
2010-05-02 00:26:17.887930;M049;1
2010-05-02 00:26:17.913500;M046;0
2010-05-02 00:26:19.961210;M047;1
2010-05-02 00:26:19.986810;M049;0
2010-05-02 00:26:21.019210;M046;1
2010-05-02 00:26:21.645900;M048;0
2010-05-02 00:26:22.289600;M048;1
2010-05-02 00:26:23.755900;M046;0
2010-05-02 00:26:24.377860;M047;0
2010-05-02 00:26:25.011660;M046;1
2010-05-02 00:26:25.638940;M047;1
2010-05-02 00:26:27.518520;M046;0
2010-05-02 00:26:29.362180;M048;0
2010-05-02 00:26:29.986050;M046;1
2010-05-02 00:26:31.049570;M047;0
2010-05-02 00:26:32.938160;M047;1
2010-05-02 00:26:35.267780;M045;0
2010-05-02 00:26:35.884200;M046;0
2010-05-02 00:26:36.501220;M046;1
2010-05-02 00:26:37.601390;M049;1
2010-05-02 00:26:38.589420;M048;1
2010-05-02 00:26:40.702460;M048;0
2010-05-02 00:26:40.727900;M049;0
2010-05-02 00:26:41.328330;M047;0
2010-05-02 00:26:42.358740;M046;0
2010-05-02 00:26:43.432970;M046;1
2010-05-02 00:26:45.667980;M047;1
2010-05-02 00:26:45.693530;M049;1
2010-05-02 00:26:45.719040;M046;0
2010-05-02 00:26:46.298990;M048;1
2010-05-02 00:26:47.356640;M047;0
2010-05-02 00:26:47.991840;M046;1
2010-05-02 00:26:48.857190;M048;0
2010-05-02 00:26:48.882530;M049;0
2010-05-02 00:26:50.322420;M046;0
2010-05-02 00:26:50.939710;M045;1
2010-05-02 00:26:53.258640;M046;1
2010-05-02 00:27:12.238740;M045;0
2010-05-02 00:27:13.697620;M045;1
2010-05-02 00:27:15.169550;M047;1
2010-05-02 00:27:17.507100;M049;1
2010-05-02 00:27:18.990280;M047;0
2010-05-02 00:27:19.617540;M049;0
2010-05-02 00:27:20.246170;M047;1
2010-05-02 00:27:22.514780;M047;0
2010-05-02 00:27:23.131220;M046;0
2010-05-02 00:27:23.774580;M045;0
2010-05-02 00:27:26.918600;M046;1
2010-05-02 00:27:27.559810;M047;1
2010-05-02 00:27:28.185650;M045;1
2010-05-02 00:27:30.878950;M047;0
2010-05-02 00:27:33.579160;M046;0
2010-05-02 00:27:48.448620;M046;1
2010-05-02 00:27:51.156940;M050;1
2010-05-02 00:27:52.216060;M045;0
2010-05-02 00:27:53.255510;M044;1
2010-05-02 00:27:54.125560;M043;1
2010-05-02 00:27:54.151060;M046;0
2010-05-02 00:27:55.150350;M028;1
2010-05-02 00:27:55.741900;M029;1
2010-05-02 00:27:57.195680;M050;0
2010-05-02 00:27:57.846760;M044;0
2010-05-02 00:27:58.881890;M043;0
2010-05-02 00:28:02.617480;M043;1
2010-05-02 00:28:03.245660;M044;1
2010-05-02 00:28:04.285810;M045;1
2010-05-02 00:28:07.622040;M029;0
2010-05-02 00:28:07.647980;M043;0
2010-05-02 00:28:08.476610;M028;0
2010-05-02 00:28:08.501950;M045;0
2010-05-02 00:28:10.156110;M043;1
2010-05-02 00:28:10.181480;M045;1
2010-05-02 00:28:10.789090;M050;1
2010-05-02 00:28:12.261650;M049;1
2010-05-02 00:28:13.739530;M044;0
2010-05-02 00:28:14.576540;M048;1
2010-05-02 00:28:14.602550;M050;0
2010-05-02 00:28:15.597360;M043;0
2010-05-02 00:28:15.622720;M047;1
2010-05-02 00:28:17.682960;M047;0
2010-05-02 00:28:20.378990;M046;1
2010-05-02 00:28:21.006040;M049;0
2010-05-02 00:28:21.637830;M048;0
2010-05-02 00:28:26.557910;M046;0
2010-05-02 00:28:28.810610;M046;1
2010-05-02 00:28:30.489680;M046;0
2010-05-02 00:28:32.179030;M046;1
2010-05-02 00:28:35.699100;M045;0
2010-05-02 00:28:40.271250;M045;1
2010-05-02 00:28:40.297070;M046;0
2010-05-02 00:28:53.838680;M046;1
2010-05-02 00:28:57.018280;M045;0
2010-05-02 00:28:57.659450;M045;1
2010-05-02 00:28:58.690750;M046;0
2010-05-02 00:29:00.958020;M045;0
2010-05-02 00:29:06.580270;M046;1
2010-05-02 00:29:07.205680;M045;1
2010-05-02 00:29:09.097670;M045;0
2010-05-02 00:29:09.729540;M045;1
2010-05-02 00:29:10.781500;M046;0
2010-05-02 00:29:20.189440;M046;1
2010-05-02 00:29:23.737630;M047;1
2010-05-02 00:29:28.545480;M047;0
2010-05-02 00:29:29.190060;M046;0
2010-05-02 00:29:29.828600;M046;1
2010-05-02 00:29:32.093940;M047;1
2010-05-02 00:29:33.132000;M048;1
2010-05-02 00:29:33.749480;M049;1
2010-05-02 00:29:34.389990;M048;0
2010-05-02 00:29:35.016350;M046;0
2010-05-02 00:29:35.639210;M047;0
2010-05-02 00:29:36.502640;M047;1
2010-05-02 00:29:36.528750;M048;1
2010-05-02 00:29:37.365460;M048;0
2010-05-02 00:29:37.391340;M046;1
2010-05-02 00:29:37.973330;M045;0
2010-05-02 00:29:38.616660;M049;0
2010-05-02 00:29:39.241620;M046;0
2010-05-02 00:29:42.340860;M047;0
2010-05-02 00:29:45.470030;M045;1
2010-05-02 00:29:47.995440;M045;0
2010-05-02 00:29:48.021410;M046;1
2010-05-02 00:29:48.867650;M047;1
2010-05-02 00:29:48.892960;M048;1
2010-05-02 00:29:49.492240;M049;1
2010-05-02 00:29:50.937540;M046;0
2010-05-02 00:29:51.559730;M049;0
2010-05-02 00:29:53.449170;M047;0
2010-05-02 00:29:54.089320;M047;1
2010-05-02 00:29:56.409560;M047;0
2010-05-02 00:29:57.889170;M048;0
2010-05-02 00:30:02.255110;M045;1
2010-05-02 00:30:03.294580;M048;1
2010-05-02 00:30:05.598180;M048;0
2010-05-02 00:30:06.240570;M048;1
2010-05-02 00:30:10.195230;M045;0
2010-05-02 00:30:11.689580;M045;1
2010-05-02 00:30:12.953980;M048;0
2010-05-02 00:30:12.979360;M046;1
2010-05-02 00:30:13.589210;M047;1
2010-05-02 00:30:14.243650;M048;1
2010-05-02 00:30:16.091280;M045;0
2010-05-02 00:30:20.487530;M046;0
2010-05-02 00:30:21.355230;M047;0
2010-05-02 00:30:21.381210;M048;0
2010-05-02 00:30:22.806060;M048;1
2010-05-02 00:30:23.457530;M049;1
2010-05-02 00:30:26.150750;M046;1
2010-05-02 00:30:26.779120;M047;1
2010-05-02 00:30:28.660480;M049;0
2010-05-02 00:30:29.508210;M047;0
2010-05-02 00:30:31.379010;M046;0
2010-05-02 00:30:32.005780;M048;0
2010-05-02 00:30:32.836210;M048;1
2010-05-02 00:30:32.861600;M046;1
2010-05-02 00:30:34.701970;M046;0
2010-05-02 00:30:36.140660;M048;0
2010-05-02 00:30:36.769280;M046;1
2010-05-02 00:30:38.595620;M048;1
2010-05-02 00:30:47.799700;M048;0
2010-05-02 00:30:47.826420;M046;0
2010-05-02 00:30:52.982160;M046;1
2010-05-02 00:30:54.059600;M048;1
2010-05-02 00:30:54.652570;M047;1
2010-05-02 00:30:55.271960;M046;0
2010-05-02 00:30:58.389080;M047;0
2010-05-02 00:31:01.723580;M048;0
2010-05-02 00:31:01.749010;M046;1
2010-05-02 00:31:04.009350;M046;0
2010-05-02 00:31:08.807430;M047;1
2010-05-02 00:31:08.832890;M048;1
2010-05-02 00:31:08.858520;M046;1
2010-05-02 00:31:10.397000;M047;0
2010-05-02 00:31:11.019850;M047;1
2010-05-02 00:31:12.895880;M048;0
2010-05-02 00:31:13.539280;M047;0
2010-05-02 00:31:14.413210;M048;1
2010-05-02 00:31:14.439310;M046;0
2010-05-02 00:31:15.056150;M048;0
2010-05-02 00:31:15.889720;M047;1
2010-05-02 00:31:15.915520;M046;1
2010-05-02 00:31:16.911890;M047;0
2010-05-02 00:31:17.945410;M047;1
2010-05-02 00:31:19.604580;M048;1
2010-05-02 00:31:20.439190;M047;0
2010-05-02 00:31:24.848230;M046;0
2010-05-02 00:31:25.686520;M047;1
2010-05-02 00:31:25.711890;M048;0
2010-05-02 00:31:26.301770;M046;1
2010-05-02 00:31:26.931430;M048;1
2010-05-02 00:31:27.558980;M047;0
2010-05-02 00:31:28.199400;M046;0
2010-05-02 00:31:30.919490;M046;1
2010-05-02 00:31:31.522290;M048;0
2010-05-02 00:31:32.559520;M047;1
2010-05-02 00:31:35.301810;M047;0
2010-05-02 00:31:46.388530;M047;1
2010-05-02 00:31:55.594390;M047;0
2010-05-02 00:31:55.619690;M046;0
2010-05-02 00:31:58.711750;M046;1
2010-05-02 00:31:59.341870;M047;1
2010-05-02 00:32:01.625460;M048;1
2010-05-02 00:32:02.260820;M047;0
2010-05-02 00:32:02.889910;M049;1
2010-05-02 00:32:03.494940;M047;1
2010-05-02 00:32:07.488290;M049;0
2010-05-02 00:32:09.356260;M048;0
2010-05-02 00:32:11.483430;M048;1
2010-05-02 00:32:11.509370;M049;1
2010-05-02 00:32:13.378950;M049;0
2010-05-02 00:32:14.026720;M048;0
2010-05-02 00:32:14.833940;M048;1
2010-05-02 00:32:14.859780;M045;1
2010-05-02 00:32:15.445020;M049;1
2010-05-02 00:32:17.812010;M048;0
2010-05-02 00:32:17.837400;M045;0
2010-05-02 00:32:17.862990;M049;0
2010-05-02 00:32:20.949370;M047;0
2010-05-02 00:32:24.854980;M046;0
2010-05-02 00:32:38.716020;M047;1
2010-05-02 00:32:38.741700;M046;1
2010-05-02 00:32:40.413930;M048;1
2010-05-02 00:32:40.439420;M049;1
2010-05-02 00:32:41.030040;M048;0
2010-05-02 00:32:42.089650;M046;0
2010-05-02 00:32:43.559430;M047;0
2010-05-02 00:32:44.185030;M049;0
2010-05-02 00:32:46.024260;M047;1
2010-05-02 00:32:47.900530;M046;1
2010-05-02 00:32:51.048580;M046;0
2010-05-02 00:32:54.978720;M047;0
2010-05-02 00:33:03.988450;M046;1
2010-05-02 00:33:05.449950;M047;1
2010-05-02 00:33:07.946330;M048;1
2010-05-02 00:33:07.972070;M046;0
2010-05-02 00:33:09.390580;M048;0
2010-05-02 00:33:10.839840;M047;0
2010-05-02 00:33:15.882460;M047;1
2010-05-02 00:33:15.907910;M046;1
2010-05-02 00:33:17.339190;M049;1
2010-05-02 00:33:19.659340;M049;0
2010-05-02 00:33:20.452390;M047;0
2010-05-02 00:33:20.477910;M046;0
2010-05-02 00:33:24.468380;M049;1
2010-05-02 00:33:25.311700;M047;1
2010-05-02 00:33:25.337240;M046;1
2010-05-02 00:33:28.025900;M049;0
2010-05-02 00:33:29.489500;M046;0
2010-05-02 00:33:30.961850;M047;0
2010-05-02 00:33:42.380410;M047;1
2010-05-02 00:33:43.008970;M046;1
2010-05-02 00:33:48.645030;M046;0
2010-05-02 00:33:50.083840;M047;0
2010-05-02 00:33:58.158560;M046;1
2010-05-02 00:33:58.774590;M047;1
2010-05-02 00:34:02.289660;M046;0
2010-05-02 00:34:02.918910;M047;0
2010-05-02 00:34:12.696340;M046;1
2010-05-02 00:34:16.645030;M046;0
2010-05-02 00:34:41.136570;M046;1
2010-05-02 00:34:43.019230;M046;0
2010-05-02 00:34:54.496030;M046;1
2010-05-02 00:34:55.116800;M047;1
2010-05-02 00:34:58.688660;M047;0
2010-05-02 00:35:00.148040;M046;0
2010-05-02 00:35:09.137500;M047;1
2010-05-02 00:35:12.291240;M046;1
2010-05-02 00:35:18.965620;M048;1
2010-05-02 00:35:18.991010;M049;1
2010-05-02 00:35:20.439220;M045;1
2010-05-02 00:35:21.079280;M049;0
2010-05-02 00:35:22.961830;M045;0
2010-05-02 00:35:24.205090;M047;0
2010-05-02 00:35:24.230750;M048;0
2010-05-02 00:35:24.822740;M046;0
2010-05-02 00:35:27.136350;M045;1
2010-05-02 00:35:29.438390;M046;1
2010-05-02 00:35:30.267370;M047;1
2010-05-02 00:35:30.293730;M048;1
2010-05-02 00:35:31.738860;M045;0
2010-05-02 00:35:32.793240;M048;0
2010-05-02 00:35:35.055150;M046;0
2010-05-02 00:35:35.690420;M047;0
2010-05-02 00:35:39.667840;M046;1
2010-05-02 00:35:41.129560;M047;1
2010-05-02 00:35:43.029530;M049;1
2010-05-02 00:35:45.335800;M049;0
2010-05-02 00:35:47.216640;M047;0
2010-05-02 00:35:49.064190;M046;0
2010-05-02 00:36:11.378690;M047;1
2010-05-02 00:36:12.005600;M046;1
2010-05-02 00:36:14.792620;M047;0
2010-05-02 00:36:18.328730;M047;1
2010-05-02 00:36:20.206700;M047;0
2010-05-02 00:36:23.348200;M046;0
2010-05-02 00:36:47.775050;M046;1
2010-05-02 00:36:52.485290;M046;0
2010-05-02 00:37:23.089940;M046;1
