;Timestamp;SensorType;SensorID;Active;Sensor_Added;SensorActivationTime;Duration;LC;room;room_major
64;2007-10-25 18:38:38.548088;M;18;0.0;0;;1.462077;c;kitchen;kitchen
65;2007-10-25 18:38:40.010165;M;17;0.0;0;;6.797623000000001;c;kitchen;kitchen
66;2007-10-25 18:38:46.807788;M;17;1.0;17;5.570464;5.570464;s;kitchen;kitchen
67;2007-10-25 18:38:52.378252;M;17;0.0;0;;1.143693;c;kitchen;kitchen
68;2007-10-25 18:38:53.521945;M;17;1.0;17;3.505147;3.505147;s;kitchen;kitchen
69;2007-10-25 18:38:57.027092;M;17;0.0;0;;0.9056120000000001;c;kitchen;kitchen
70;2007-10-25 18:38:57.932704;M;17;1.0;17;1.089717;1.089717;s;kitchen;kitchen
71;2007-10-25 18:38:59.022421;M;17;0.0;0;;0.157952;c;kitchen;kitchen
72;2007-10-25 18:38:59.180373;M;17;1.0;17;2.387521;2.387521;s;kitchen;kitchen
73;2007-10-25 18:39:01.567894;M;17;0.0;0;;3.8593300000000004;c;kitchen;kitchen
74;2007-10-25 18:39:05.427224;M;17;1.0;17;6.7181750000000005;6.7181750000000005;s;kitchen;kitchen
75;2007-10-25 18:39:12.145399;M;17;1.0;17;5.653128000000001;5.653128000000001;s;kitchen;kitchen
76;2007-10-25 18:39:17.798527;M;17;0.0;0;;3.840987;c;kitchen;kitchen
77;2007-10-25 18:39:21.639514;M;17;1.0;17;1.6585610000000002;1.6585610000000002;s;kitchen;kitchen
78;2007-10-25 18:39:23.298075;M;17;0.0;0;;1.7895260000000002;c;kitchen;kitchen
79;2007-10-25 18:39:25.087601;M;17;1.0;17;2.676561;2.676561;s;kitchen;kitchen
80;2007-10-25 18:39:27.764162;M;17;0.0;0;;4.612005;c;kitchen;kitchen
81;2007-10-25 18:39:32.376167;M;17;1.0;17;10.413147;6.629815000000001;s;kitchen;kitchen
82;2007-10-25 18:39:39.005982;M;15;1.0;15;5.1719420000000005;0.208342;s;living_room;kitchen
83;2007-10-25 18:39:39.214324;M;16;1.0;16;5.086587000000001;1.7255090000000002;s;kitchen;living_room
84;2007-10-25 18:39:40.939833;M;9;1.0;9;3.117548;0.14697200000000002;s;living_room;living_room
85;2007-10-25 18:39:41.086805;M;8;1.0;8;4.9355910000000005;1.074672;s;living_room;living_room
86;2007-10-25 18:39:42.161477;M;7;1.0;7;3.557001;0.6278370000000001;s;living_room;living_room
87;2007-10-25 18:39:42.789314;M;17;0.0;0;;0.12498000000000001;c;kitchen;living_room
88;2007-10-25 18:39:42.914294;M;6;1.0;6;5.693384;1.143087;s;living_room;living_room
89;2007-10-25 18:39:44.057381;M;9;0.0;0;;0.12054300000000001;c;living_room;living_room
90;2007-10-25 18:39:44.177924;M;15;1.0;15;1.10068;0.12298700000000001;s;living_room;living_room
91;2007-10-25 18:39:44.300911;M;16;0.0;0;;0.125944;c;kitchen;living_room
92;2007-10-25 18:39:44.426855;M;5;1.0;5;9.316501;0.8517490000000001;s;living_room;living_room
93;2007-10-25 18:39:45.278604;M;15;0.0;0;;0.43987400000000004;c;living_room;living_room
94;2007-10-25 18:39:45.718478;M;7;0.0;0;;0.303918;c;living_room;living_room
95;2007-10-25 18:39:46.022396;M;8;0.0;0;;2.5852820000000003;c;living_room;living_room
96;2007-10-25 18:39:48.607678;M;6;0.0;0;;5.135678;c;living_room;living_room
97;2007-10-25 18:39:53.743356;M;5;0.0;0;;10.308983000000001;c;living_room;living_room
98;2007-10-25 18:40:04.052339;M;6;1.0;6;3.076314;0.710976;s;living_room;living_room
99;2007-10-25 18:40:04.763315;M;5;1.0;5;6.306319;2.365338;s;living_room;living_room
100;2007-10-25 18:40:07.128653;M;6;0.0;0;;3.9409810000000003;c;living_room;living_room
101;2007-10-25 18:40:11.069634;M;5;0.0;0;;6.6337150000000005;c;living_room;living_room
102;2007-10-25 18:40:17.703349;M;5;1.0;5;1.709516;1.709516;s;living_room;living_room
103;2007-10-25 18:40:19.412865;M;5;0.0;0;;20.431610000000003;c;living_room;living_room
104;2007-10-25 18:40:39.844475;M;5;1.0;5;10.717112;10.717112;s;living_room;living_room
105;2007-10-25 18:40:50.561587;M;5;0.0;0;;36.651509000000004;c;living_room;living_room
106;2007-10-25 18:41:27.213096;M;5;1.0;5;4.0141160000000005;4.0141160000000005;s;living_room;living_room
107;2007-10-25 18:41:31.227212;M;5;0.0;0;;36.288135000000004;c;living_room;living_room
108;2007-10-25 18:42:07.515347;M;5;1.0;5;8.417662;0.595828;s;living_room;living_room
109;2007-10-25 18:42:08.111175;M;6;1.0;6;0.985708;0.985708;s;living_room;living_room
110;2007-10-25 18:42:09.096883;M;6;0.0;0;;1.833501;c;living_room;living_room
111;2007-10-25 18:42:10.930384;M;6;1.0;6;2.4803070000000003;2.4803070000000003;s;living_room;living_room
112;2007-10-25 18:42:13.410691;M;6;0.0;0;;2.5223180000000003;c;living_room;living_room
113;2007-10-25 18:42:15.933009;M;5;0.0;0;;0.47685500000000003;c;living_room;living_room
114;2007-10-25 18:42:16.409864;M;5;1.0;5;5.523540000000001;0.758808;s;living_room;living_room
115;2007-10-25 18:42:17.168672;M;6;1.0;6;4.264869;4.264869;s;living_room;living_room
116;2007-10-25 18:42:21.433541;M;6;0.0;0;;0.49986300000000006;c;living_room;living_room
117;2007-10-25 18:42:21.933404;M;5;0.0;0;;1.313752;c;living_room;living_room
118;2007-10-25 18:42:23.247156;M;5;1.0;5;10.369659;0.823667;s;living_room;living_room
119;2007-10-25 18:42:24.070823;M;6;1.0;6;4.501023;4.501023;s;living_room;living_room
120;2007-10-25 18:42:28.571846;M;6;1.0;6;1.0781;1.0781;s;living_room;living_room
121;2007-10-25 18:42:29.649946;M;6;0.0;0;;3.9668690000000004;c;living_room;living_room
122;2007-10-25 18:42:33.616815;M;5;0.0;0;;0.7527790000000001;c;living_room;living_room
123;2007-10-25 18:42:34.369594;M;5;1.0;5;1.061695;1.061695;s;living_room;living_room
124;2007-10-25 18:42:35.431289;M;5;0.0;0;;0.39990200000000004;c;living_room;living_room
125;2007-10-25 18:42:35.831191;M;5;1.0;5;1.6576240000000002;1.6576240000000002;s;living_room;living_room
126;2007-10-25 18:42:37.488815;M;5;0.0;0;;7.336717;c;living_room;living_room
127;2007-10-25 18:42:44.825532;M;5;1.0;5;4.997257;4.997257;s;living_room;living_room
128;2007-10-25 18:42:49.822789;M;5;0.0;0;;0.20269500000000001;c;living_room;living_room
129;2007-10-25 18:42:50.025484;M;5;1.0;5;5.2735970000000005;0.769378;s;living_room;living_room
130;2007-10-25 18:42:50.794862;M;6;1.0;6;5.072170000000001;4.504219;s;living_room;living_room
131;2007-10-25 18:42:55.299081;M;5;0.0;0;;0.567951;c;living_room;living_room
132;2007-10-25 18:42:55.867032;M;6;0.0;0;;15.201853000000002;c;living_room;living_room
133;2007-10-25 18:43:11.068885;M;5;1.0;5;1.02671;1.02671;s;living_room;living_room
134;2007-10-25 18:43:12.095595;M;5;0.0;0;;0.382902;c;living_room;living_room
135;2007-10-25 18:43:12.478497;M;5;1.0;5;2.2273680000000002;2.2273680000000002;s;living_room;living_room
136;2007-10-25 18:43:14.705865;M;5;0.0;0;;5.297058000000001;c;living_room;living_room
137;2007-10-25 18:43:20.002923;M;5;1.0;5;14.541986000000001;1.033163;s;living_room;living_room
138;2007-10-25 18:43:21.036086;M;6;1.0;6;6.254295000000001;6.254295000000001;s;living_room;living_room
139;2007-10-25 18:43:27.290381;M;6;0.0;0;;7.2545280000000005;c;living_room;living_room
140;2007-10-25 18:43:34.544909;M;5;0.0;0;;0.567052;c;living_room;living_room
141;2007-10-25 18:43:35.111961;M;5;1.0;5;1.9991780000000001;1.9991780000000001;s;living_room;living_room
142;2007-10-25 18:43:37.111139;M;5;0.0;0;;1.395134;c;living_room;living_room
143;2007-10-25 18:43:38.506273;M;5;1.0;5;2.332004;2.332004;s;living_room;living_room
144;2007-10-25 18:43:40.838277;M;5;0.0;0;;9.883951000000001;c;living_room;living_room
145;2007-10-25 18:43:50.722228;M;5;1.0;5;3.0751950000000003;3.0751950000000003;s;living_room;living_room
146;2007-10-25 18:43:53.797423;M;5;0.0;0;;1.35761;c;living_room;living_room
147;2007-10-25 18:43:55.155033;M;5;1.0;5;2.3279;2.3279;s;living_room;living_room
148;2007-10-25 18:43:57.482933;M;5;0.0;0;;6.8691960000000005;c;living_room;living_room
149;2007-10-25 18:44:04.352129;M;5;1.0;5;1.999492;1.999492;s;living_room;living_room
150;2007-10-25 18:44:06.351621;M;5;0.0;0;;1.5765570000000002;c;living_room;living_room
151;2007-10-25 18:44:07.928178;M;5;1.0;5;13.022390000000001;6.578184;s;living_room;living_room
152;2007-10-25 18:44:14.506362;M;6;1.0;6;1.0196960000000002;1.0196960000000002;s;living_room;living_room
153;2007-10-25 18:44:15.526058;M;6;0.0;0;;5.424510000000001;c;living_room;living_room
154;2007-10-25 18:44:20.950568;M;5;0.0;0;;9.156527;c;living_room;living_room
155;2007-10-25 18:44:30.107095;M;5;1.0;5;4.315819;4.315819;s;living_room;living_room
156;2007-10-25 18:44:34.422914;M;5;0.0;0;;8.841403;c;living_room;living_room
157;2007-10-25 18:44:43.264317;M;5;1.0;5;12.081674000000001;12.081674000000001;s;living_room;living_room
158;2007-10-25 18:44:55.345991;M;5;0.0;0;;0.335961;c;living_room;living_room
159;2007-10-25 18:44:55.681952;M;5;1.0;5;1.693874;1.693874;s;living_room;living_room
160;2007-10-25 18:44:57.375826;M;5;0.0;0;;5.069718;c;living_room;living_room
161;2007-10-25 18:45:02.445544;M;5;1.0;5;3.993764;3.993764;s;living_room;living_room
162;2007-10-25 18:45:06.439308;M;5;0.0;0;;2.350204;c;living_room;living_room
163;2007-10-25 18:45:08.789512;M;5;1.0;5;3.217235;3.217235;s;living_room;living_room
164;2007-10-25 18:45:12.006747;M;5;1.0;5;1.1345;1.1345;s;living_room;living_room
165;2007-10-25 18:45:13.141247;M;5;0.0;0;;17.145222;c;living_room;living_room
166;2007-10-25 18:45:30.286469;M;5;1.0;5;1.7215070000000001;1.7215070000000001;s;living_room;living_room
167;2007-10-25 18:45:32.007976;M;5;0.0;0;;10.675081;c;living_room;living_room
168;2007-10-25 18:45:42.683057;M;5;1.0;5;1.9084670000000001;1.9084670000000001;s;living_room;living_room
169;2007-10-25 18:45:44.591524;M;5;0.0;0;;1.0367190000000002;c;living_room;living_room
170;2007-10-25 18:45:45.628243;M;5;1.0;5;2.3373720000000002;2.3373720000000002;s;living_room;living_room
171;2007-10-25 18:45:47.965615;M;5;0.0;0;;1.063763;c;living_room;living_room
172;2007-10-25 18:45:49.029378;M;5;1.0;5;2.2531280000000002;2.2531280000000002;s;living_room;living_room
173;2007-10-25 18:45:51.282506;M;5;1.0;5;1.0791030000000001;1.0791030000000001;s;living_room;living_room
174;2007-10-25 18:45:52.361609;M;5;0.0;0;;15.160985;c;living_room;living_room
175;2007-10-25 18:46:07.522594;M;5;1.0;5;1.0437100000000001;1.0437100000000001;s;living_room;living_room
176;2007-10-25 18:46:08.566304;M;5;0.0;0;;22.926599000000003;c;living_room;living_room
177;2007-10-25 18:46:31.492903;M;5;1.0;5;1.601118;1.601118;s;living_room;living_room
178;2007-10-25 18:46:33.094021;M;5;0.0;0;;1.1021100000000001;c;living_room;living_room
179;2007-10-25 18:46:34.196131;M;5;1.0;5;2.5853610000000002;2.5853610000000002;s;living_room;living_room
180;2007-10-25 18:46:36.781492;M;5;0.0;0;;4.22027;c;living_room;living_room
181;2007-10-25 18:46:41.001762;M;5;1.0;5;1.200147;1.200147;s;living_room;living_room
182;2007-10-25 18:46:42.201909;M;5;1.0;5;6.62917;6.62917;s;living_room;living_room
183;2007-10-25 18:46:48.831079;M;5;0.0;0;;21.413734;c;living_room;living_room
184;2007-10-25 18:47:10.244813;M;5;1.0;5;1.044885;1.044885;s;living_room;living_room
185;2007-10-25 18:47:11.289698;M;5;0.0;0;;7.582446000000001;c;living_room;living_room
186;2007-10-25 18:47:18.872144;M;5;1.0;5;2.529799;2.529799;s;living_room;living_room
187;2007-10-25 18:47:21.401943;M;5;0.0;0;;0.608156;c;living_room;living_room
188;2007-10-25 18:47:22.010099;M;5;1.0;5;6.064706;6.064706;s;living_room;living_room
189;2007-10-25 18:47:28.074805;M;5;0.0;0;;11.150308;c;living_room;living_room
190;2007-10-25 18:47:39.225113;M;5;1.0;5;3.4450290000000003;3.4450290000000003;s;living_room;living_room
191;2007-10-25 18:47:42.670142;M;5;0.0;0;;19.684565000000003;c;living_room;living_room
192;2007-10-25 18:48:02.354707;M;5;1.0;5;1.7835040000000002;1.7835040000000002;s;living_room;living_room
193;2007-10-25 18:48:04.138211;M;5;0.0;0;;0.557915;c;living_room;living_room
194;2007-10-25 18:48:04.696126;M;5;1.0;5;2.5850250000000004;2.5850250000000004;s;living_room;living_room
195;2007-10-25 18:48:07.281151;M;5;0.0;0;;4.01839;c;living_room;living_room
196;2007-10-25 18:48:11.299541;M;5;1.0;5;1.0360200000000002;1.0360200000000002;s;living_room;living_room
197;2007-10-25 18:48:12.335561;M;5;0.0;0;;0.36490700000000004;c;living_room;living_room
198;2007-10-25 18:48:12.700468;M;5;1.0;5;5.41554;5.41554;s;living_room;living_room
199;2007-10-25 18:48:18.116008;M;5;0.0;0;;1.9138130000000002;c;living_room;living_room
200;2007-10-25 18:48:20.029821;M;5;1.0;5;2.4466780000000004;2.4466780000000004;s;living_room;living_room
201;2007-10-25 18:48:22.476499;M;5;0.0;0;;26.924204000000003;c;living_room;living_room
202;2007-10-25 18:48:49.400703;M;5;1.0;5;1.6651040000000001;1.6651040000000001;s;living_room;living_room
203;2007-10-25 18:48:51.065807;M;5;1.0;5;0.12640400000000002;0.12640400000000002;s;living_room;living_room
204;2007-10-25 18:48:51.192211;M;5;0.0;0;;2.7612210000000004;c;living_room;living_room
205;2007-10-25 18:48:53.953432;M;5;0.0;0;;3.053452;c;living_room;living_room
206;2007-10-25 18:48:57.006884;M;5;1.0;5;2.602981;2.602981;s;living_room;living_room
207;2007-10-25 18:48:59.609865;M;5;0.0;0;;0.931741;c;living_room;living_room
208;2007-10-25 18:49:00.541606;M;5;1.0;5;1.042708;1.042708;s;living_room;living_room
209;2007-10-25 18:49:01.584314;M;5;0.0;0;;5.865465;c;living_room;living_room
210;2007-10-25 18:49:07.449779;M;5;1.0;5;2.311359;2.311359;s;living_room;living_room
211;2007-10-25 18:49:09.761138;M;5;0.0;0;;11.694421;c;living_room;living_room
212;2007-10-25 18:49:21.455559;M;5;1.0;5;5.077656;5.077656;s;living_room;living_room
213;2007-10-25 18:49:26.533215;M;5;0.0;0;;10.807166;c;living_room;living_room
214;2007-10-25 18:49:37.340381;M;5;1.0;5;1.792151;1.792151;s;living_room;living_room
215;2007-10-25 18:49:39.132532;M;5;0.0;0;;0.46004100000000003;c;living_room;living_room
216;2007-10-25 18:49:39.592573;M;5;1.0;5;2.429231;2.429231;s;living_room;living_room
217;2007-10-25 18:49:42.021804;M;5;0.0;0;;26.284193000000002;c;living_room;living_room
218;2007-10-25 18:50:08.305997;M;5;1.0;5;1.6235590000000002;1.6235590000000002;s;living_room;living_room
219;2007-10-25 18:50:09.929556;M;5;0.0;0;;10.305179;c;living_room;living_room
220;2007-10-25 18:50:20.234735;M;5;1.0;5;2.9229580000000004;2.9229580000000004;s;living_room;living_room
221;2007-10-25 18:50:23.157693;M;5;0.0;0;;4.745414;c;living_room;living_room
222;2007-10-25 18:50:27.903107;M;5;1.0;5;6.536384;2.247497;s;living_room;living_room
223;2007-10-25 18:50:30.150604;M;6;1.0;6;4.452863000000001;4.288887;s;living_room;living_room
224;2007-10-25 18:50:34.439491;M;5;0.0;0;;0.163976;c;living_room;living_room
225;2007-10-25 18:50:34.603467;M;6;0.0;0;;17.209449;c;living_room;living_room
226;2007-10-25 18:50:51.812916;M;6;1.0;6;2.107516;2.107516;s;living_room;living_room
227;2007-10-25 18:50:53.920432;M;6;0.0;0;;3.261092;c;living_room;living_room
228;2007-10-25 18:50:57.181524;M;5;1.0;5;4.656703;3.2351020000000004;s;living_room;living_room
229;2007-10-25 18:51:00.416626;M;6;1.0;6;4.078861;1.4216010000000001;s;living_room;living_room
230;2007-10-25 18:51:01.838227;M;5;0.0;0;;2.65726;c;living_room;living_room
231;2007-10-25 18:51:04.495487;M;6;0.0;0;;3.080144;c;living_room;living_room
232;2007-10-25 18:51:07.575631;M;6;1.0;6;4.573726000000001;2.47132;s;living_room;living_room
233;2007-10-25 18:51:10.046951;M;5;1.0;5;10.915982000000001;2.102406;s;living_room;living_room
234;2007-10-25 18:51:12.149357;M;6;0.0;0;;8.813576000000001;c;living_room;living_room
235;2007-10-25 18:51:20.962933;M;5;0.0;0;;5.289575;c;living_room;living_room
236;2007-10-25 18:51:26.252508;M;5;1.0;5;4.106337;4.106337;s;living_room;living_room
237;2007-10-25 18:51:30.358845;M;5;0.0;0;;3.6873340000000003;c;living_room;living_room
238;2007-10-25 18:51:34.046179;M;5;1.0;5;4.27458;4.27458;s;living_room;living_room
239;2007-10-25 18:51:38.320759;M;5;0.0;0;;20.892416;c;living_room;living_room
240;2007-10-25 18:51:59.213175;M;5;1.0;5;4.678918;0.8077300000000001;s;living_room;living_room
241;2007-10-25 18:52:00.020905;M;6;1.0;6;2.983448;2.983448;s;living_room;living_room
242;2007-10-25 18:52:03.004353;M;6;0.0;0;;0.8877400000000001;c;living_room;living_room
243;2007-10-25 18:52:03.892093;M;5;0.0;0;;0.123988;c;living_room;living_room
244;2007-10-25 18:52:04.016081;M;5;1.0;5;1.062476;1.062476;s;living_room;living_room
245;2007-10-25 18:52:05.078557;M;5;0.0;0;;4.228026;c;living_room;living_room
246;2007-10-25 18:52:09.306583;M;5;1.0;5;1.5975620000000001;0.309911;s;living_room;living_room
247;2007-10-25 18:52:09.616494;M;6;1.0;6;1.541574;1.287651;s;living_room;living_room
248;2007-10-25 18:52:10.904145;M;5;0.0;0;;0.253923;c;living_room;living_room
249;2007-10-25 18:52:11.158068;M;6;0.0;0;;6.6661470000000005;c;living_room;living_room
250;2007-10-25 18:52:17.824215;M;5;1.0;5;1.027706;1.027706;s;living_room;living_room
251;2007-10-25 18:52:18.851921;M;5;0.0;0;;1.0876970000000001;c;living_room;living_room
252;2007-10-25 18:52:19.939618;M;5;1.0;5;1.6735440000000001;1.6735440000000001;s;living_room;living_room
253;2007-10-25 18:52:21.613162;M;5;0.0;0;;2.71125;c;living_room;living_room
254;2007-10-25 18:52:24.324412;M;5;1.0;5;1.753506;1.753506;s;living_room;living_room
255;2007-10-25 18:52:26.077918;M;5;0.0;0;;4.993318;c;living_room;living_room
256;2007-10-25 18:52:31.071236;M;5;1.0;5;1.9879470000000001;1.9879470000000001;s;living_room;living_room
257;2007-10-25 18:52:33.059183;M;5;0.0;0;;4.708782;c;living_room;living_room
258;2007-10-25 18:52:37.767965;M;5;1.0;5;1.5591240000000002;0.5050530000000001;s;living_room;living_room
259;2007-10-25 18:52:38.273018;M;6;1.0;6;3.75734;1.054071;s;living_room;living_room
260;2007-10-25 18:52:39.327089;M;5;0.0;0;;0.61506;c;living_room;living_room
261;2007-10-25 18:52:39.942149;M;5;1.0;5;5.262110000000001;2.088209;s;living_room;living_room
262;2007-10-25 18:52:42.030358;M;6;0.0;0;;3.1739010000000003;c;living_room;living_room
263;2007-10-25 18:52:45.204259;M;5;0.0;0;;53.735614000000005;c;living_room;living_room
264;2007-10-25 18:53:38.939873;M;5;1.0;5;2.694328;2.694328;s;living_room;living_room
265;2007-10-25 18:53:41.634201;M;5;0.0;0;;0.505857;c;living_room;living_room
266;2007-10-25 18:53:42.140058;M;5;1.0;5;2.2853980000000003;2.2853980000000003;s;living_room;living_room
267;2007-10-25 18:53:44.425456;M;5;0.0;0;;33.379780000000004;c;living_room;living_room
268;2007-10-25 18:54:17.805236;M;5;1.0;5;1.7955050000000001;1.7955050000000001;s;living_room;living_room
269;2007-10-25 18:54:19.600741;M;5;0.0;0;;1.503571;c;living_room;living_room
270;2007-10-25 18:54:21.104312;M;5;1.0;5;1.9014710000000001;1.9014710000000001;s;living_room;living_room
271;2007-10-25 18:54:23.005783;M;5;0.0;0;;0.38190100000000005;c;living_room;living_room
272;2007-10-25 18:54:23.387684;M;5;1.0;5;2.091421;2.091421;s;living_room;living_room
273;2007-10-25 18:54:25.479105;M;5;0.0;0;;104.64575300000001;c;living_room;living_room
274;2007-10-25 18:56:10.124858;M;5;1.0;5;1.004721;1.004721;s;living_room;living_room
275;2007-10-25 18:56:11.129579;M;5;0.0;0;;81.85656300000001;c;living_room;living_room
276;2007-10-25 18:57:32.986142;M;6;1.0;6;2.5122;0.138013;s;living_room;living_room
277;2007-10-25 18:57:33.124155;M;5;1.0;5;1.970153;1.970153;s;living_room;living_room
278;2007-10-25 18:57:35.094308;M;5;0.0;0;;0.404034;c;living_room;living_room
279;2007-10-25 18:57:35.498342;M;6;0.0;0;;6.619524;c;living_room;living_room
280;2007-10-25 18:57:42.117866;M;5;1.0;5;1.389593;1.389593;s;living_room;living_room
281;2007-10-25 18:57:43.507459;M;5;0.0;0;;0.6258330000000001;c;living_room;living_room
