;Activity;Sensor_Added;Duration;Timestamp;LC_Activity;LC;Case
46;[17, 15];0;0.83;2007-10-25 18:37:13.389786;16;c;1.0
47;[15, 15];15;6.82;2007-10-25 18:37:14.065184;15;s;1.0
48;[15];0;-0.15;2007-10-25 18:37:14.215843;17;c;1.0
49;[];0;9.31;2007-10-25 18:37:20.886438;15;c;1.0
50;[15];15;0.47;2007-10-25 18:37:30.200857;15;s;1.0
51;[15, 16];16;3.05;2007-10-25 18:37:30.671722;16;s;1.0
52;[16, 17];17;2.1;2007-10-25 18:37:33.095041;17;s;1.0
53;[16];0;-0.63;2007-10-25 18:37:33.722871;15;c;1.0
54;[17];0;6.11;2007-10-25 18:37:35.194566;16;c;1.0
55;[];0;29.94;2007-10-25 18:37:41.302873;17;c;1.0
56;[17];17;1.84;2007-10-25 18:38:11.238982;17;s;1.0
57;[];0;6.9;2007-10-25 18:38:13.080498;17;c;1.0
58;[17];17;6.14;2007-10-25 18:38:19.977991;17;s;1.0
59;[17, 18];18;3.59;2007-10-25 18:38:26.121548;18;s;1.0
60;[17];0;0.12;2007-10-25 18:38:29.716533;18;c;1.0
61;[];0;1.77;2007-10-25 18:38:29.841526;17;c;1.0
62;[18];18;4.37;2007-10-25 18:38:31.614013;18;s;1.0
63;[18, 17];17;2.57;2007-10-25 18:38:35.980799;17;s;1.0
64;[17];0;1.46;2007-10-25 18:38:38.548088;18;c;1.0
65;[];0;6.8;2007-10-25 18:38:40.010165;17;c;1.0
66;[17];17;5.57;2007-10-25 18:38:46.807788;17;s;1.0
67;[];0;1.14;2007-10-25 18:38:52.378252;17;c;1.0
68;[17];17;3.51;2007-10-25 18:38:53.521945;17;s;1.0
69;[];0;0.91;2007-10-25 18:38:57.027092;17;c;1.0
70;[17];17;1.25;2007-10-25 18:38:57.932704;17;s;1.0
71;[];0;6.4;2007-10-25 18:38:59.022421;17;c;1.0
72;[17, 17];17;-0.16;2007-10-25 18:38:59.180373;17;s;1.0
73;[17];17;6.72;2007-10-25 18:39:05.427224;17;s;1.0
74;[17, 17];17;5.65;2007-10-25 18:39:12.145399;17;s;1.0
75;[];0;3.84;2007-10-25 18:39:17.798527;17;c;1.0
76;[17];17;1.66;2007-10-25 18:39:21.639514;17;s;1.0
77;[];0;1.79;2007-10-25 18:39:23.298075;17;c;1.0
78;[17];17;2.68;2007-10-25 18:39:25.087601;17;s;1.0
79;[];0;4.61;2007-10-25 18:39:27.764162;17;c;1.0
80;[17];17;6.84;2007-10-25 18:39:32.376167;17;s;1.0
81;[17, 16, 15];15;1.93;2007-10-25 18:39:39.005982;15;s;1.0
82;[17, 16];16;-0.21;2007-10-25 18:39:39.214324;16;s;1.0
83;[17, 16, 15, 9];9;0.15;2007-10-25 18:39:40.939833;9;s;1.0
84;[17, 16, 15, 9, 8];8;1.07;2007-10-25 18:39:41.086805;8;s;1.0
85;[17, 16, 15, 9, 8, 7];7;0.63;2007-10-25 18:39:42.161477;7;s;1.0
86;[16, 15, 9, 8, 7];0;0.12;2007-10-25 18:39:42.789314;17;c;1.0
87;[16, 15, 9, 8, 7, 6];6;1.26;2007-10-25 18:39:42.914294;6;s;1.0
88;[15, 8, 7, 6, 15, 5];0;1.22;2007-10-25 18:39:44.057381;9;c;1.0
89;[16, 15, 9, 8, 7, 6, 15];15;0.12;2007-10-25 18:39:44.177924;15;s;1.0
90;[15, 9, 8, 7, 6, 15];0;0.13;2007-10-25 18:39:44.300911;16;c;1.0
91;[15, 9, 8, 7, 6, 15, 5];5;-0.37;2007-10-25 18:39:44.426855;5;s;1.0
92;[8, 7, 6, 5];0;0.44;2007-10-25 18:39:45.278604;15;c;1.0
93;[8, 6, 5];0;0.3;2007-10-25 18:39:45.718478;7;c;1.0
94;[6, 5];0;2.59;2007-10-25 18:39:46.022396;8;c;1.0
95;[5];0;5.14;2007-10-25 18:39:48.607678;6;c;1.0
96;[];0;10.31;2007-10-25 18:39:53.743356;5;c;1.0
97;[6];6;0.71;2007-10-25 18:40:04.052339;6;s;1.0
98;[6, 5];5;2.37;2007-10-25 18:40:04.763315;5;s;1.0
99;[5];0;3.94;2007-10-25 18:40:07.128653;6;c;1.0
100;[];0;6.63;2007-10-25 18:40:11.069634;5;c;1.0
101;[5];5;1.71;2007-10-25 18:40:17.703349;5;s;1.0
102;[];0;20.43;2007-10-25 18:40:19.412865;5;c;1.0
103;[5];5;10.72;2007-10-25 18:40:39.844475;5;s;1.0
104;[];0;36.65;2007-10-25 18:40:50.561587;5;c;1.0
105;[5];5;4.01;2007-10-25 18:41:27.213096;5;s;1.0
106;[];0;36.29;2007-10-25 18:41:31.227212;5;c;1.0
107;[5];5;0.6;2007-10-25 18:42:07.515347;5;s;1.0
108;[5, 6];6;0.99;2007-10-25 18:42:08.111175;6;s;1.0
109;[5];0;1.83;2007-10-25 18:42:09.096883;6;c;1.0
110;[5, 6];6;2.48;2007-10-25 18:42:10.930384;6;s;1.0
111;[5];0;2.52;2007-10-25 18:42:13.410691;6;c;1.0
112;[];0;0.48;2007-10-25 18:42:15.933009;5;c;1.0
113;[5];5;0.76;2007-10-25 18:42:16.409864;5;s;1.0
114;[5, 6];6;4.26;2007-10-25 18:42:17.168672;6;s;1.0
115;[5];0;0.5;2007-10-25 18:42:21.433541;6;c;1.0
116;[];0;1.31;2007-10-25 18:42:21.933404;5;c;1.0
117;[5];5;0.82;2007-10-25 18:42:23.247156;5;s;1.0
118;[5, 6];6;4.5;2007-10-25 18:42:24.070823;6;s;1.0
119;[5, 6, 6];6;1.08;2007-10-25 18:42:28.571846;6;s;1.0
120;[5];0;3.97;2007-10-25 18:42:29.649946;6;c;1.0
121;[];0;0.75;2007-10-25 18:42:33.616815;5;c;1.0
122;[5];5;1.06;2007-10-25 18:42:34.369594;5;s;1.0
123;[];0;0.4;2007-10-25 18:42:35.431289;5;c;1.0
124;[5];5;1.66;2007-10-25 18:42:35.831191;5;s;1.0
125;[];0;7.34;2007-10-25 18:42:37.488815;5;c;1.0
126;[5];5;5.0;2007-10-25 18:42:44.825532;5;s;1.0
127;[];0;0.2;2007-10-25 18:42:49.822789;5;c;1.0
128;[5];5;0.77;2007-10-25 18:42:50.025484;5;s;1.0
129;[5, 6];6;4.5;2007-10-25 18:42:50.794862;6;s;1.0
130;[6];0;0.57;2007-10-25 18:42:55.299081;5;c;1.0
131;[];0;15.2;2007-10-25 18:42:55.867032;6;c;1.0
132;[5];5;1.41;2007-10-25 18:43:11.068885;5;s;1.0
133;[];0;7.91;2007-10-25 18:43:12.095595;5;c;1.0
134;[5, 5];5;-0.38;2007-10-25 18:43:12.478497;5;s;1.0
135;[5];5;1.03;2007-10-25 18:43:20.002923;5;s;1.0
136;[5, 6];6;6.25;2007-10-25 18:43:21.036086;6;s;1.0
137;[5];0;7.25;2007-10-25 18:43:27.290381;6;c;1.0
138;[];0;0.57;2007-10-25 18:43:34.544909;5;c;1.0
139;[5];5;2.0;2007-10-25 18:43:35.111961;5;s;1.0
140;[];0;1.4;2007-10-25 18:43:37.111139;5;c;1.0
141;[5];5;2.33;2007-10-25 18:43:38.506273;5;s;1.0
142;[];0;9.88;2007-10-25 18:43:40.838277;5;c;1.0
143;[5];5;3.08;2007-10-25 18:43:50.722228;5;s;1.0
144;[];0;1.36;2007-10-25 18:43:53.797423;5;c;1.0
145;[5];5;2.33;2007-10-25 18:43:55.155033;5;s;1.0
146;[];0;6.87;2007-10-25 18:43:57.482933;5;c;1.0
147;[5];5;2.0;2007-10-25 18:44:04.352129;5;s;1.0
148;[];0;1.58;2007-10-25 18:44:06.351621;5;c;1.0
149;[5];5;6.58;2007-10-25 18:44:07.928178;5;s;1.0
150;[5, 6];6;1.02;2007-10-25 18:44:14.506362;6;s;1.0
151;[5];0;5.42;2007-10-25 18:44:15.526058;6;c;1.0
152;[];0;9.16;2007-10-25 18:44:20.950568;5;c;1.0
153;[5];5;4.32;2007-10-25 18:44:30.107095;5;s;1.0
154;[];0;8.84;2007-10-25 18:44:34.422914;5;c;1.0
155;[5];5;12.08;2007-10-25 18:44:43.264317;5;s;1.0
156;[];0;0.34;2007-10-25 18:44:55.345991;5;c;1.0
157;[5];5;1.69;2007-10-25 18:44:55.681952;5;s;1.0
158;[];0;5.07;2007-10-25 18:44:57.375826;5;c;1.0
159;[5];5;3.99;2007-10-25 18:45:02.445544;5;s;1.0
160;[];0;2.35;2007-10-25 18:45:06.439308;5;c;1.0
161;[5];5;3.22;2007-10-25 18:45:08.789512;5;s;1.0
162;[5, 5];5;1.13;2007-10-25 18:45:12.006747;5;s;1.0
163;[];0;17.15;2007-10-25 18:45:13.141247;5;c;1.0
164;[5];5;1.72;2007-10-25 18:45:30.286469;5;s;1.0
165;[];0;10.68;2007-10-25 18:45:32.007976;5;c;1.0
166;[5];5;1.91;2007-10-25 18:45:42.683057;5;s;1.0
167;[];0;1.04;2007-10-25 18:45:44.591524;5;c;1.0
168;[5];5;2.34;2007-10-25 18:45:45.628243;5;s;1.0
169;[];0;1.06;2007-10-25 18:45:47.965615;5;c;1.0
170;[5];5;2.25;2007-10-25 18:45:49.029378;5;s;1.0
171;[5, 5];5;1.08;2007-10-25 18:45:51.282506;5;s;1.0
172;[];0;15.16;2007-10-25 18:45:52.361609;5;c;1.0
173;[5];5;1.04;2007-10-25 18:46:07.522594;5;s;1.0
174;[];0;22.93;2007-10-25 18:46:08.566304;5;c;1.0
175;[5];5;1.6;2007-10-25 18:46:31.492903;5;s;1.0
176;[];0;1.1;2007-10-25 18:46:33.094021;5;c;1.0
177;[5];5;2.59;2007-10-25 18:46:34.196131;5;s;1.0
178;[];0;4.22;2007-10-25 18:46:36.781492;5;c;1.0
179;[5];5;1.2;2007-10-25 18:46:41.001762;5;s;1.0
180;[5, 5];5;6.63;2007-10-25 18:46:42.201909;5;s;1.0
181;[];0;21.41;2007-10-25 18:46:48.831079;5;c;1.0
182;[5];5;1.04;2007-10-25 18:47:10.244813;5;s;1.0
183;[];0;7.58;2007-10-25 18:47:11.289698;5;c;1.0
184;[5];5;2.53;2007-10-25 18:47:18.872144;5;s;1.0
185;[];0;0.61;2007-10-25 18:47:21.401943;5;c;1.0
186;[5];5;6.06;2007-10-25 18:47:22.010099;5;s;1.0
187;[];0;11.15;2007-10-25 18:47:28.074805;5;c;1.0
188;[5];5;3.45;2007-10-25 18:47:39.225113;5;s;1.0
189;[];0;19.68;2007-10-25 18:47:42.670142;5;c;1.0
190;[5];5;1.78;2007-10-25 18:48:02.354707;5;s;1.0
191;[];0;0.56;2007-10-25 18:48:04.138211;5;c;1.0
192;[5];5;2.59;2007-10-25 18:48:04.696126;5;s;1.0
193;[];0;4.02;2007-10-25 18:48:07.281151;5;c;1.0
194;[5];5;1.04;2007-10-25 18:48:11.299541;5;s;1.0
195;[];0;0.36;2007-10-25 18:48:12.335561;5;c;1.0
196;[5];5;5.42;2007-10-25 18:48:12.700468;5;s;1.0
197;[];0;1.91;2007-10-25 18:48:18.116008;5;c;1.0
198;[5];5;2.45;2007-10-25 18:48:20.029821;5;s;1.0
199;[];0;26.92;2007-10-25 18:48:22.476499;5;c;1.0
200;[5];5;1.79;2007-10-25 18:48:49.400703;5;s;1.0
201;[5];5;2.89;2007-10-25 18:48:51.065807;5;s;1.0
202;[];0;-0.13;2007-10-25 18:48:51.192211;5;c;1.0
203;[];0;3.05;2007-10-25 18:48:53.953432;5;c;1.0
204;[5];5;2.6;2007-10-25 18:48:57.006884;5;s;1.0
205;[];0;0.93;2007-10-25 18:48:59.609865;5;c;1.0
206;[5];5;1.04;2007-10-25 18:49:00.541606;5;s;1.0
207;[];0;5.87;2007-10-25 18:49:01.584314;5;c;1.0
208;[5];5;2.31;2007-10-25 18:49:07.449779;5;s;1.0
209;[];0;11.69;2007-10-25 18:49:09.761138;5;c;1.0
210;[5];5;5.08;2007-10-25 18:49:21.455559;5;s;1.0
211;[];0;10.81;2007-10-25 18:49:26.533215;5;c;1.0
212;[5];5;1.79;2007-10-25 18:49:37.340381;5;s;1.0
213;[];0;0.46;2007-10-25 18:49:39.132532;5;c;1.0
214;[5];5;2.43;2007-10-25 18:49:39.592573;5;s;1.0
215;[];0;26.28;2007-10-25 18:49:42.021804;5;c;1.0
216;[5];5;1.62;2007-10-25 18:50:08.305997;5;s;1.0
217;[];0;10.31;2007-10-25 18:50:09.929556;5;c;1.0
218;[5];5;2.92;2007-10-25 18:50:20.234735;5;s;1.0
219;[];0;4.75;2007-10-25 18:50:23.157693;5;c;1.0
220;[5];5;2.25;2007-10-25 18:50:27.903107;5;s;1.0
221;[5, 6];6;4.29;2007-10-25 18:50:30.150604;6;s;1.0
222;[6];0;0.16;2007-10-25 18:50:34.439491;5;c;1.0
223;[];0;17.21;2007-10-25 18:50:34.603467;6;c;1.0
224;[6];6;2.11;2007-10-25 18:50:51.812916;6;s;1.0
225;[];0;3.26;2007-10-25 18:50:53.920432;6;c;1.0
226;[5];5;3.24;2007-10-25 18:50:57.181524;5;s;1.0
227;[5, 6];6;1.42;2007-10-25 18:51:00.416626;6;s;1.0
228;[6];0;2.66;2007-10-25 18:51:01.838227;5;c;1.0
229;[];0;3.08;2007-10-25 18:51:04.495487;6;c;1.0
230;[6];6;2.47;2007-10-25 18:51:07.575631;6;s;1.0
231;[6, 5];5;2.1;2007-10-25 18:51:10.046951;5;s;1.0
232;[5];0;8.81;2007-10-25 18:51:12.149357;6;c;1.0
233;[];0;5.29;2007-10-25 18:51:20.962933;5;c;1.0
234;[5];5;4.11;2007-10-25 18:51:26.252508;5;s;1.0
235;[];0;3.69;2007-10-25 18:51:30.358845;5;c;1.0
236;[5];5;4.27;2007-10-25 18:51:34.046179;5;s;1.0
237;[];0;20.89;2007-10-25 18:51:38.320759;5;c;1.0
238;[5];5;0.81;2007-10-25 18:51:59.213175;5;s;1.0
239;[5, 6];6;2.98;2007-10-25 18:52:00.020905;6;s;1.0
240;[5];0;0.89;2007-10-25 18:52:03.004353;6;c;1.0
241;[];0;0.12;2007-10-25 18:52:03.892093;5;c;1.0
242;[5];5;1.06;2007-10-25 18:52:04.016081;5;s;1.0
243;[];0;4.23;2007-10-25 18:52:05.078557;5;c;1.0
244;[5];5;0.31;2007-10-25 18:52:09.306583;5;s;1.0
245;[5, 6];6;1.29;2007-10-25 18:52:09.616494;6;s;1.0
246;[6];0;0.25;2007-10-25 18:52:10.904145;5;c;1.0
247;[];0;6.67;2007-10-25 18:52:11.158068;6;c;1.0
248;[5];5;1.03;2007-10-25 18:52:17.824215;5;s;1.0
249;[];0;1.09;2007-10-25 18:52:18.851921;5;c;1.0
250;[5];5;1.67;2007-10-25 18:52:19.939618;5;s;1.0
251;[];0;2.71;2007-10-25 18:52:21.613162;5;c;1.0
252;[5];5;1.75;2007-10-25 18:52:24.324412;5;s;1.0
253;[];0;4.99;2007-10-25 18:52:26.077918;5;c;1.0
254;[5];5;1.99;2007-10-25 18:52:31.071236;5;s;1.0
255;[];0;4.71;2007-10-25 18:52:33.059183;5;c;1.0
256;[5];5;0.51;2007-10-25 18:52:37.767965;5;s;1.0
257;[5, 6];6;1.05;2007-10-25 18:52:38.273018;6;s;1.0
258;[6];0;0.62;2007-10-25 18:52:39.327089;5;c;1.0
259;[6, 5];5;2.09;2007-10-25 18:52:39.942149;5;s;1.0
260;[5];0;3.17;2007-10-25 18:52:42.030358;6;c;1.0
261;[];0;53.74;2007-10-25 18:52:45.204259;5;c;1.0
262;[5];5;2.69;2007-10-25 18:53:38.939873;5;s;1.0
263;[];0;0.51;2007-10-25 18:53:41.634201;5;c;1.0
264;[5];5;2.29;2007-10-25 18:53:42.140058;5;s;1.0
265;[];0;33.38;2007-10-25 18:53:44.425456;5;c;1.0
266;[5];5;1.8;2007-10-25 18:54:17.805236;5;s;1.0
267;[];0;1.5;2007-10-25 18:54:19.600741;5;c;1.0
268;[5];5;2.28;2007-10-25 18:54:21.104312;5;s;1.0
269;[];0;107.12;2007-10-25 18:54:23.005783;5;c;1.0
270;[5, 5];5;-0.38;2007-10-25 18:54:23.387684;5;s;1.0
271;[5];5;1.0;2007-10-25 18:56:10.124858;5;s;1.0
272;[];0;81.86;2007-10-25 18:56:11.129579;5;c;1.0
273;[6];6;0.14;2007-10-25 18:57:32.986142;6;s;1.0
274;[6, 5];5;2.37;2007-10-25 18:57:33.124155;5;s;1.0
275;[];0;7.02;2007-10-25 18:57:35.094308;5;c;1.0
276;[5];0;-0.4;2007-10-25 18:57:35.498342;6;c;1.0
277;[5];5;1.39;2007-10-25 18:57:42.117866;5;s;1.0
278;[];0;0.63;2007-10-25 18:57:43.507459;5;c;1.0
279;[5];5;2.35;2007-10-25 18:57:44.133292;5;s;1.0
280;[];0;24.44;2007-10-25 18:57:46.487624;5;c;1.0
281;[5];5;1.63;2007-10-25 18:58:10.925955;5;s;1.0
282;[];0;26.69;2007-10-25 18:58:12.557513;5;c;1.0
283;[5];5;1.02;2007-10-25 18:58:39.246547;5;s;1.0
284;[];0;0.33;2007-10-25 18:58:40.264366;5;c;1.0
285;[5];5;1.49;2007-10-25 18:58:40.590348;5;s;1.0
286;[];0;24.46;2007-10-25 18:58:42.080053;5;c;1.0
287;[5];5;2.88;2007-10-25 18:59:06.541547;5;s;1.0
288;[];0;5.05;2007-10-25 18:59:09.425755;5;c;1.0
289;[5];5;0.72;2007-10-25 18:59:14.471349;5;s;1.0
290;[5, 6];6;1.93;2007-10-25 18:59:15.189159;6;s;1.0
291;[5];0;0.37;2007-10-25 18:59:17.122628;6;c;1.0
292;[];0;0.14;2007-10-25 18:59:17.490517;5;c;1.0
293;[5];5;1.62;2007-10-25 18:59:17.627489;5;s;1.0
294;[];0;0.13;2007-10-25 18:59:19.246053;5;c;1.0
295;[5];5;2.57;2007-10-25 18:59:19.378043;5;s;1.0
296;[];0;23.66;2007-10-25 18:59:21.949314;5;c;1.0
297;[5];5;1.44;2007-10-25 18:59:45.609165;5;s;1.0
298;[];0;6.25;2007-10-25 18:59:47.044763;5;c;1.0
299;[5];5;3.58;2007-10-25 18:59:53.291041;5;s;1.0
300;[];0;8.81;2007-10-25 18:59:56.868724;5;c;1.0
301;[6];6;1.21;2007-10-25 19:00:05.683281;6;s;1.0
302;[6, 5];5;2.23;2007-10-25 19:00:06.895925;5;s;1.0
303;[6, 5, 7];7;0.71;2007-10-25 19:00:09.129315;7;s;1.0
304;[6, 5, 7, 8];8;0.67;2007-10-25 19:00:09.837107;8;s;1.0
305;[6, 5, 7, 8, 9];9;0.15;2007-10-25 19:00:10.510931;9;s;1.0
306;[6, 7, 8, 9];0;0.38;2007-10-25 19:00:10.657888;5;c;1.0
307;[6, 7, 8, 9, 15];15;0.52;2007-10-25 19:00:11.040761;15;s;1.0
308;[6, 7, 8, 9, 15, 16];16;0.66;2007-10-25 19:00:11.558631;16;s;1.0
309;[6, 8, 15, 16];0;0.32;2007-10-25 19:00:12.022488;7;c;1.0
310;[6, 7, 8, 15, 16];0;-0.2;2007-10-25 19:00:12.222423;9;c;1.0
311;[8, 15, 16];0;0.12;2007-10-25 19:00:12.345421;6;c;1.0
312;[15, 16];0;2.74;2007-10-25 19:00:12.468373;8;c;1.0
313;[16];0;2.45;2007-10-25 19:00:15.208603;15;c;1.0
314;[16, 15];15;1.21;2007-10-25 19:00:17.655924;15;s;1.0
315;[16, 15, 9];9;0.37;2007-10-25 19:00:18.862576;9;s;1.0
316;[16, 15, 9, 8];8;1.32;2007-10-25 19:00:19.232472;8;s;1.0
317;[15, 9, 8];0;0.5;2007-10-25 19:00:20.548109;16;c;1.0
318;[9, 8];0;0.53;2007-10-25 19:00:21.044286;15;c;1.0
319;[9];0;1.75;2007-10-25 19:00:21.577835;8;c;1.0
320;[9, 8];8;1.06;2007-10-25 19:00:23.331329;8;s;1.0
321;[9];0;1.69;2007-10-25 19:00:24.389034;8;c;1.0
322;[9, 8];8;3.17;2007-10-25 19:00:26.080839;8;s;1.0
323;[9, 8, 8];8;2.37;2007-10-25 19:00:29.255717;8;s;1.0
324;[9, 8, 8, 7];7;2.34;2007-10-25 19:00:31.625085;7;s;1.0
325;[9, 8, 8, 7, 6];6;1.4;2007-10-25 19:00:33.964818;6;s;1.0
326;[8, 8, 7, 6];0;0.64;2007-10-25 19:00:35.360931;9;c;1.0
327;[7, 6];0;0.78;2007-10-25 19:00:36.001973;8;c;1.0
328;[6];0;1.26;2007-10-25 19:00:36.777062;7;c;1.0
329;[];0;13.05;2007-10-25 19:00:38.033178;6;c;1.0
330;[6];6;1.5;2007-10-25 19:00:51.084039;6;s;1.0
331;[6, 5];5;4.82;2007-10-25 19:00:52.587638;5;s;1.0
332;[5];0;1.66;2007-10-25 19:00:57.404877;6;c;1.0
333;[];0;2.87;2007-10-25 19:00:59.069708;5;c;1.0
334;[5];5;1.55;2007-10-25 19:01:01.939314;5;s;1.0
335;[5, 6];6;2.24;2007-10-25 19:01:03.493139;6;s;1.0
336;[5];0;0.76;2007-10-25 19:01:05.732664;6;c;1.0
337;[];0;2.06;2007-10-25 19:01:06.490452;5;c;1.0
338;[5];5;7.83;2007-10-25 19:01:08.549902;5;s;1.0
339;[];0;8.32;2007-10-25 19:01:16.379724;5;c;1.0
340;[5];5;2.2;2007-10-25 19:01:24.703402;5;s;1.0
341;[];0;0.8;2007-10-25 19:01:26.902784;5;c;1.0
342;[5];5;2.18;2007-10-25 19:01:27.700571;5;s;1.0
343;[];0;3.66;2007-10-25 19:01:29.875967;5;c;1.0
344;[5];5;4.75;2007-10-25 19:01:33.538961;5;s;1.0
345;[];0;6.75;2007-10-25 19:01:38.289654;5;c;1.0
346;[6];6;1.97;2007-10-25 19:01:45.041436;6;s;1.0
347;[];0;0.24;2007-10-25 19:01:47.013505;6;c;1.0
348;[5];5;1.66;2007-10-25 19:01:47.253551;5;s;1.0
349;[5, 6];6;0.18;2007-10-25 19:01:48.917334;6;s;1.0
350;[5];0;1.21;2007-10-25 19:01:49.092505;6;c;1.0
351;[5, 6];6;1.12;2007-10-25 19:01:50.301946;6;s;1.0
352;[6];0;1.69;2007-10-25 19:01:51.420636;5;c;1.0
353;[6, 5];5;3.6;2007-10-25 19:01:53.109175;5;s;1.0
354;[6];0;0.32;2007-10-25 19:01:56.711692;5;c;1.0
355;[];0;32.66;2007-10-25 19:01:57.029673;6;c;1.0
356;[5];5;2.24;2007-10-25 19:02:29.694499;5;s;1.0
357;[];0;0.24;2007-10-25 19:02:31.932895;5;c;1.0
358;[5];5;1.03;2007-10-25 19:02:32.172827;5;s;1.0
359;[];0;51.24;2007-10-25 19:02:33.207535;5;c;1.0
360;[5];5;4.77;2007-10-25 19:03:24.446516;5;s;1.0
361;[];0;1.16;2007-10-25 19:03:29.221181;5;c;1.0
362;[5];5;4.21;2007-10-25 19:03:30.380862;5;s;1.0
363;[5, 5];5;2.21;2007-10-25 19:03:34.591712;5;s;1.0
364;[];0;0.41;2007-10-25 19:03:36.805086;5;c;1.0
365;[5];5;0.68;2007-10-25 19:03:37.218986;5;s;1.0
366;[5, 6];6;1.05;2007-10-25 19:03:37.900795;6;s;1.0
367;[6];0;0.29;2007-10-25 19:03:38.948502;5;c;1.0
368;[6, 5];5;3.21;2007-10-25 19:03:39.242421;5;s;1.0
369;[5];0;0.58;2007-10-25 19:03:42.453516;6;c;1.0
370;[5, 6];6;1.68;2007-10-25 19:03:43.037348;6;s;1.0
371;[6];0;0.42;2007-10-25 19:03:44.712896;5;c;1.0
372;[];0;8.65;2007-10-25 19:03:45.137779;6;c;1.0
373;[5];5;4.3;2007-10-25 19:03:53.792377;5;s;1.0
374;[];0;11.5;2007-10-25 19:03:58.093636;5;c;1.0
375;[5];5;1.61;2007-10-25 19:04:09.592652;5;s;1.0
376;[];0;8.51;2007-10-25 19:04:11.202433;5;c;1.0
377;[5];5;1.05;2007-10-25 19:04:19.713583;5;s;1.0
378;[];0;57.02;2007-10-25 19:04:20.761632;5;c;1.0
379;[5];5;1.02;2007-10-25 19:05:17.781832;5;s;1.0
380;[];0;4.37;2007-10-25 19:05:18.804702;5;c;1.0
381;[5];5;2.13;2007-10-25 19:05:23.175081;5;s;1.0
382;[];0;16.13;2007-10-25 19:05:25.304502;5;c;1.0
383;[6];6;1.0;2007-10-25 19:05:41.430686;6;s;1.0
384;[];0;2.6;2007-10-25 19:05:42.426407;6;c;1.0
